TV Id,Regulation Start Date,TVS Id,Regulation Id,Protected Location Id,Protected Location (4),Elemental-Integrado,Protected Location Type,ERD-ARR,Regulation Reason Name
LECSMA4C,7/31/2019,LECSFMP,LEMA4C31,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LECSRTA,7/31/2019,LECSFMP,LERTA31L,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,8/1/2019,LEBLTMA,LEBLA01,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECBMNU,8/1/2019,LECBFMPE,LEMNU01,LECBMNU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/1/2019,LECBFMPE,LEBAS01,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/1/2019,LECBFMPE,LECCC01,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBVNI,8/1/2019,LECBFMPE,LEVNI01,LECBVNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/1/2019,LECBFMPW,LEG1EV01,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/1/2019,LECBFMPW,LELVU01,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGO2,8/1/2019,LECBFMPW,LEGO201,LECBGO2,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/1/2019,LECBFMPW,LELVU01A,LECBLVU,LECB,elemental,Airspace,ERD,W - Weather
LECMPAU,8/1/2019,LECMFMP,PAU01E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/1/2019,LECMFMP,LEMDA01E,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMDGU,8/1/2019,LECMFMP,DGU01,LECMDGU,LECM,elemental,Airspace,ERD,W - Weather
LECMBLI,8/1/2019,LECMFMP,BLI01,LECMBLI,LECM,integrado,Airspace,ERD,W - Weather
LECMTLU,8/1/2019,LECMFMP,TLU01,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTLLX,8/1/2019,LECMFMP,TLLX01M,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/1/2019,LECMFMP,LEMDA01M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMSAN,8/1/2019,LECMFMP,SAN01,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL9DGU,8/1/2019,LECMFMP,FL9DGU01,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,8/1/2019,LECMFMP,ZGZ01A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,8/1/2019,LECMFMP,BLI01A,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMPAL,8/1/2019,LECMFMP,PAL01,LECMPAL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/1/2019,LECMFMP,LEMDA01,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMSAN,8/1/2019,LECMFMP,SAN01A,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5TDU,8/1/2019,LECMFMP1,FL5TD01A,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/1/2019,LECPFMP,LEPAA01,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECPMXX,8/1/2019,LECPFMP,LEMXX01,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/1/2019,LECPFMP,LEPAA01A,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LEIBARR,8/1/2019,LECPFMP,LEIBA01,LEIB,LEIB,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECSMA4C,8/1/2019,LECSFMP,MA4C01M,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEMGARR1,8/1/2019,LECSFMP,LEMGA01,LEMG,LEMG,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/2/2019,LEBLTMA,LEBLA02,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/2/2019,LEBLTMA,LEBLA02A,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,8/2/2019,LEBLTMA,LEBLA02N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBAS,8/2/2019,LECBFMPE,LEBAS02,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBVNI,8/2/2019,LECBFMPE,LEVNI02A,LECBVNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/2/2019,LECBFMPW,LEG1EV02,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/2/2019,LECBFMPW,LELVL02,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/2/2019,LECBFMPW,LELVL02A,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLLI,8/2/2019,LECBFMPW,LELLI02,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,8/2/2019,LECMFMP,BLI02,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,8/2/2019,LECMFMP,LEMDA02,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL1TDU,8/2/2019,LECMFMP,FL1TDU02,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/2/2019,LECMFMP,LEMDA02M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,8/2/2019,LECMFMP,LEMDA02N,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMPAU,8/2/2019,LECMFMP,PAU02N,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAO,8/2/2019,LECMFMP1,SAO02A,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/2/2019,LECPFMP,LEPAA02,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECPDMX,8/2/2019,LECPFMP,PDMX02,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
GCFVARR,8/3/2019,GCCCFMP,GCFVA03A,GCFV,GCFV,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLXAL1,8/3/2019,LEBLTMA,LEXAL103,LEBLXAL,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/3/2019,LEBLTMA,LEBLA03,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,8/3/2019,LEBLTMA,LEBLA03N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBAS,8/3/2019,LECBFMPE,LEBAS03A,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/3/2019,LECBFMPE,LEBAS03M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBMNI,8/3/2019,LECBFMPE,LEMNI03,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCU,8/3/2019,LECBFMPE,LECCU03,LECBCCU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL4GO2,8/3/2019,LECBFMPW,FL4GO203,LECBGO2,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/3/2019,LECBFMPW,LEG1EV03,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/3/2019,LECBFMPW,LELVL03,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGO3,8/3/2019,LECBFMPW,LEGO303M,LECBGO3,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG23,8/3/2019,LECBFMPW,LEG2303,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLLI,8/3/2019,LECBFMPW,LELLI03,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
FL9DGU,8/3/2019,LECMFMP,F9DGU03M,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR2AST,8/3/2019,LECMFMP,RR2AST03,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,8/3/2019,LECMFMP,LEMDA03A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL9DGU,8/3/2019,LECMFMP,FL9DGU03,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTER,8/3/2019,LECMFMP,LETER03A,LECMTER,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TDU,8/3/2019,LECMFMP,FL4TD03L,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TLU,8/3/2019,LECMFMP,FL2TLU03,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMCJI,8/3/2019,LECMFMP,CJI03,LECMCJI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,8/3/2019,LECMFMP,BLI03N,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL6TDU,8/3/2019,LECMFMP1,FL6TDU03,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAO,8/3/2019,LECMFMP1,SAO03,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/3/2019,LECPFMP,LEPAA03E,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECPDMX,8/3/2019,LECPFMP,PDMX03M,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/3/2019,LECPFMP,LEPAA03A,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LEIBARR,8/3/2019,LECPFMP,LEIBA03,LEIB,LEIB,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECSMA4C,8/3/2019,LECSFMP,LECSMA03,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
GCISOKA2,8/4/2019,GCCCFMP,GCISOK04,IPERA,IPER,elemental,Significant Point,ERD,C - ATC Capacity
LEBLARR,8/4/2019,LEBLTMA,LEBLA04,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLDDI1,8/4/2019,LEBLTMA,LEDDI04L,LEBLDDI,LEBL,integrado,Airspace,ERD,W - Weather
LECBBAS,8/4/2019,LECBFMPE,LEBAS04,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBVNI,8/4/2019,LECBFMPE,LEVNI04,LECBVNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,8/4/2019,LECBFMPE,LEBAS04E,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBVNI,8/4/2019,LECBFMPE,LEVNI04A,LECBVNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,8/4/2019,LECBFMPE,LECCC04A,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/4/2019,LECBFMPW,LEG1EV04,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/4/2019,LECBFMPW,LELVL04,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/4/2019,LECBFMPW,LELVU04,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/4/2019,LECBFMPW,LELVL04A,LECBLVL,LECB,elemental,Airspace,ERD,W - Weather
LECLTMS,8/4/2019,LECLTAC,TMS04N,LECLTMS,LECL,integrado,Airspace,ERD,C - ATC Capacity
FL1TDU,8/4/2019,LECMFMP,FL1TDU04,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,8/4/2019,LECMFMP,PAU04E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,8/4/2019,LECMFMP,FL2TD04,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL9DGU,8/4/2019,LECMFMP,FL9DG04,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL6DGU,8/4/2019,LECMFMP,FL6DGU04,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/4/2019,LECMFMP,LEMDA04,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMTZI,8/4/2019,LECMFMP,TZI04,LECMTZI,LECM,integrado,Airspace,ERD,S - ATC Staffing
LEMDARR,8/4/2019,LECMFMP,LEMDA04L,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMH,8/4/2019,LECPFMP,LEMHG04,LEMH,LEMH,elemental,Aerodrome,ARR,P - Special Event
LECPDMX,8/4/2019,LECPFMP,PDMX04,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEIBARR,8/4/2019,LECPFMP,LEIBA04,LEIB,LEIB,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEPAARR,8/4/2019,LECPFMP,LEPA04A,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECSMA4C,8/4/2019,LECSFMP,SMA4C04,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/5/2019,LEBLTMA,LEBLA05,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/5/2019,LEBLTMA,LEBLA05N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBAS,8/5/2019,LECBFMPE,LEBAS05,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/5/2019,LECBFMPE,LECCC05,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,8/5/2019,LECBFMPE,LECBAS05,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/5/2019,LECBFMPW,LEG1EV05,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/5/2019,LECBFMPW,LELVL05,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/5/2019,LECBFMPW,LELVU05,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL4LVU,8/5/2019,LECBFMPW,FL4LV05L,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLLI,8/5/2019,LECBFMPW,LELLI05N,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBKW,8/5/2019,LECBFMPW,LEBKW05,LECBBKW,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEVCARR,8/5/2019,LECLTAC,LEVCA05,LEVC,LEVC,elemental,Aerodrome,ARR,O - Other
LECMTZI,8/5/2019,LECMFMP,TZI05,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL1TLU,8/5/2019,LECMFMP,FL1TLU05,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTZI,8/5/2019,LECMFMP,TZI05M,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,8/5/2019,LECMFMP,LEMDA05A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL2TDU,8/5/2019,LECMFMP,FL2TD05L,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/5/2019,LECMFMP,LEMDA05N,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL1SAO,8/5/2019,LECMFMP1,FL1SAO05,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/6/2019,LECBFMPE,LEBAS06,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/6/2019,LECBFMPW,LEG1EV06,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/6/2019,LECBFMPW,LELVL06,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/6/2019,LECBFMPW,LELVU06,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGO2,8/6/2019,LECBFMPW,LEGO206,LECBGO2,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,8/6/2019,LECMFMP,FL2TDU06,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTZI,8/6/2019,LECMFMP,TZI06,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,8/6/2019,LECMFMP,LEMDA06,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL9DGU,8/6/2019,LECMFMP,FL9DGU06,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAN,8/6/2019,LECMFMP,SAN06N,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
GCISOKA2,8/7/2019,GCCCFMP,GISOKA07,IPERA,IPER,elemental,Significant Point,ERD,C - ATC Capacity
LEBLARR,8/7/2019,LEBLTMA,LEBLA07M,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLT1E1,8/7/2019,LEBLTMA,LEBLT107,LEBLT1E,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/7/2019,LEBLTMA,LEBLA07,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LECBBAS,8/7/2019,LECBFMPE,LEBAS07M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/7/2019,LECBFMPE,LEBAS07A,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/7/2019,LECBFMPE,LECCC07,LECBCCC,LECB,integrado,Airspace,ERD,W - Weather
LECBBKE,8/7/2019,LECBFMPE,LECBKE07,LECBBKE,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/7/2019,LECBFMPW,LEG1EV07,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/7/2019,LECBFMPW,LELVL07,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/7/2019,LECBFMPW,LECBLV07,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLLI,8/7/2019,LECBFMPW,LELLI07,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
FL4TLU,8/7/2019,LECMFMP,FL4TLU07,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/7/2019,LECMFMP,LEMDA07M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMASI,8/7/2019,LECMFMP,ASI07,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMPAU,8/7/2019,LECMFMP,PAU07,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,8/7/2019,LECMFMP,BLI07,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEPAARR,8/7/2019,LECPFMP,LEPAA07M,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECSSUR1,8/7/2019,LECSFMP,SUR107M,LECSSUR,LECS,elemental,Airspace,ERD,C - ATC Capacity
LECSRTA,8/7/2019,LECSFMP,RTA07,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,8/8/2019,LEBLTMA,LEBLA08M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLT1W1,8/8/2019,LEBLTMA,LET108M,LEBLT1W,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/8/2019,LEBLTMA,LEBLA08,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,8/8/2019,LEBLTMA,LEBLA08A,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBAS,8/8/2019,LECBFMPE,LEBAS08M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/8/2019,LECBFMPW,LEG1EV08,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECLTMS,8/8/2019,LECLTAC,LECLTM08,LECLTMS,LECL,integrado,Airspace,ERD,C - ATC Capacity
FL6PAU,8/8/2019,LECMFMP,FL6PA08E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TLU,8/8/2019,LECMFMP,FL4TLU08,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/8/2019,LECMFMP,LEMDA08,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMTZI,8/8/2019,LECMFMP,TZI08A,LECMTZI,LECM,integrado,Airspace,ERD,S - ATC Staffing
FL6PAU,8/8/2019,LECMFMP,FL6PAU08,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASI,8/8/2019,LECMFMP,ASI08,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL9DGU,8/8/2019,LECMFMP,FL9DGU08,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,8/8/2019,LECMFMP,PAU08,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAN,8/8/2019,LECMFMP,SAN08,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,8/8/2019,LECMFMP,BLI08,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMPAU,8/8/2019,LECMFMP,PAU08A,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTZI,8/8/2019,LECMFMP,TZI08,LECMTZI,LECM,integrado,Airspace,ERD,S - ATC Staffing
LEMDARR,8/8/2019,LECMFMP,LEMDA08L,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMSAN,8/8/2019,LECMFMP,SAN08L,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZMUX,8/8/2019,LECMFMP,ZMUX08,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/8/2019,LECMFMP,LEMDA08N,LEMD,LEMD,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECMBDI,8/8/2019,LECMFMP,BDI08N,LECMBDI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMTLI,8/8/2019,LECMFMP,TLI08N,LECMTLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMSAI,8/8/2019,LECMFMP,SAI08,LECMSAI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMZTI,8/8/2019,LECMFMP,ZTI08,LECMZTI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL1SAO,8/8/2019,LECMFMP1,FL1SAO08,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEIB,8/8/2019,LECPFMP,LEIBG08,LEIB,LEIB,elemental,Aerodrome,ARR,P - Special Event
LEPAARR,8/8/2019,LECPFMP,LEPAA08M,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECPDMX,8/8/2019,LECPFMP,PDMX08M,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/8/2019,LECPFMP,LEPAA08,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECSRTA,8/8/2019,LECSFMP,RTA08,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCISOKA2,8/9/2019,GCCCFMP,GCISO09,IPERA,IPER,elemental,Significant Point,ERD,C - ATC Capacity
LEBLARR,8/9/2019,LEBLTMA,LEBLA09,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLXAL1,8/9/2019,LEBLTMA,LEXAL109,LEBLXAL,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/9/2019,LEBLTMA,LEBLA09N,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,8/9/2019,LEBLTMA,LEBLA09X,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBAS,8/9/2019,LECBFMPE,LEBAS09M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBMNI,8/9/2019,LECBFMPE,LEMNI09A,LECBMNI,LECB,integrado,Airspace,ERD,S - ATC Staffing
LECBBAS,8/9/2019,LECBFMPE,LEBAS09,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/9/2019,LECBFMPW,LEG1EV09,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/9/2019,LECBFMPW,LELVU09,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGO3,8/9/2019,LECBFMPW,LEBGO09,LECBGO3,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG23,8/9/2019,LECBFMPW,LEG2309,LECBG23,LECB,integrado,Airspace,ERD,W - Weather
LECBP2R,8/9/2019,LECBFMPW,LEP2R09,LECBP2R,LECB,elemental,Airspace,ERD,W - Weather
LECBLLI,8/9/2019,LECBFMPW,LELLI09N,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBPPI,8/9/2019,LECBFMPW,LEPPI09N,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
FL4TDU,8/9/2019,LECMFMP,FL4TDU09,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,8/9/2019,LECMFMP,FL2TDU09,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/9/2019,LECMFMP,LEMDA09E,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,8/9/2019,LECMFMP,LEMDA09,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZUMX,8/9/2019,LECMFMP,ZUMX09M,LECMZUM,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMZGZ,8/9/2019,LECMFMP,ZGZ09,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/9/2019,LECMFMP,LEMDA09A,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LECMPAU,8/9/2019,LECMFMP,PAU09,LECMPAU,LECM,elemental,Airspace,ERD,W - Weather
LECMSAI,8/9/2019,LECMFMP,SAI09,LECMSAI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMBDI,8/9/2019,LECMFMP,LECMBD09,LECMBDI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMBDP,8/9/2019,LECMFMP,BDP09N,LECMBDP,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL6TDU,8/9/2019,LECMFMP1,FL6TDU09,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAO,8/9/2019,LECMFMP1,SAO09,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECPDMX,8/9/2019,LECPFMP,LEDMX09,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
RR1NCS,8/9/2019,LECSFMP,RR1NCS09,LECSNCS,LECS,integrado,Airspace,ERD,C - ATC Capacity
RR2NCS,8/9/2019,LECSFMP,RR2NCS09,BAN,BAN,elemental,Significant Point,ERD,C - ATC Capacity
LECSRTA,8/9/2019,LECSFMP,SRTA09,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCFVARR,8/10/2019,GCCCFMP,GCFVA10A,GCFV,GCFV,elemental,Aerodrome,ARR,G - Aerodrome Capacity
